unix_ts,bpm
1778613783,76
1778613785,74
1778613788,76
1778613791,76
1778613792,78
1778613794,77
1778613797,77
1778613798,78
1778613800,80
1778613802,81
1778613804,79
1778613806,77
1778613808,75
1778613810,75
1778613811,74
1778613813,74
1778613816,74
1778613817,74
1778613820,74
1778613821,74
1778613824,74
1778613827,76
1778613830,76
1778613833,76
1778613836,76
1778613838,77
1778613840,78
1778613842,77
1778613844,76
1778613846,76
1778613848,77
1778613850,80
1778613853,80
1778613854,80
1778613856,78
1778613859,79
1778613861,80
1778613864,80
1778613865,82
1778613867,81
1778613869,83
1778613871,88
1778613873,90
1778613875,91
1778613877,89
1778613879,86
1778613881,81
1778613884,80
1778613886,78
1778613888,76
1778613891,76
1778613894,75
1778613896,76
1778613899,76
1778613900,75
1778613902,73
1778613905,73
1778613907,74
1778613910,74
1778613911,75
1778613913,75
1778613915,74
1778613917,73
1778613920,73
1778613923,72
1778613925,71
1778613927,70
1778613930,70
1778613933,70
1778613934,71
1778613937,71
1778613938,70
1778613940,71
1778613942,72
1778613945,72
1778613946,73
1778613948,74
1778613950,74
1778613953,74
1778613954,73
1778613955,72
1778613958,72
1778613961,72
1778613963,73
1778613965,75
1778613968,75
1778613971,76
1778613974,76
1778613975,75
1778613977,74
1778613980,74
1778613982,73
1778613984,73
1778613986,72
1778613989,72
1778613992,72
1778613994,74
1778613996,76
1778613998,77
1778614000,80
1778614002,82
1778614005,80
1778614007,79
1778614009,82
1778614011,83
1778614014,83
1778614015,82
1778614018,82
1778614019,80
1778614021,76
1778614023,73
1778614026,73
1778614028,72
1778614031,72
1778614032,71
1778614034,72
1778614036,74
1778614038,72
1778614041,72
1778614042,72
1778614045,72
1778614048,72
1778614051,72
1778614053,71
1778614055,70
1778614058,70
1778614061,69
1778614064,69
1778614065,70
1778614067,72
1778614070,72
1778614073,72
1778614076,72
1778614079,72
1778614082,72
1778614085,72
1778614088,72
1778614091,72
1778614092,74
1778614095,74
1778614098,75
1778614099,81
1778614102,81
1778614103,79
1778614105,77
1778614107,76
1778614109,77
1778614111,76
1778614114,76
1778614115,75
1778614118,75
1778614119,73
1778614122,74
1778614124,75
1778614127,75
1778614130,74
1778614132,75
1778614135,75
1778614136,74
1778614138,72
1778614141,72
1778614144,71
1778614146,70
1778614149,72
1778614151,71
1778614153,70
1778614155,71
1778614157,72
1778614159,71
1778614161,72
1778614163,74
1778614165,74
1778614167,72
1778614169,74
1778614170,73
1778614173,73
1778614174,72
1778614177,72
1778614178,73
1778614180,75
1778614182,74
1778614185,74
1778614186,73
1778614188,74
1778614190,75
1778614193,75
1778614194,74
1778614197,74
1778614199,74
1778614201,75
1778614203,76
1778614206,76
1778614207,77
1778614209,76
1778614211,75
1778614214,75
1778614217,74
1778614220,75
1778614222,76
1778614225,76
1778614226,76
1778614228,76
1778614230,75
1778614232,76
1778614235,76
1778614238,76
1778614241,76
1778614242,78
1778614245,78
1778614247,76
1778614250,76
1778614251,78
1778614253,79
1778614255,77
1778614257,75
1778614259,72
1778614261,73
1778614263,74
1778614266,75
1778614268,73
1778614271,73
1778614274,73
1778614276,72
1778614279,72
1778614282,73
1778614284,74
1778614286,73
1778614288,73
1778614290,74
1778614291,75
1778614293,76
1778614295,74
1778614297,72
1778614300,72
1778614301,73
1778614304,73
1778614307,74
1778614310,74
1778614311,75
1778614313,77
1778614316,76
1778614318,75
1778614321,75
1778614322,76
1778614324,78
1778614326,79
1778614328,75
1778614331,75
1778614332,76
1778614334,74
1778614337,74
1778614339,75
1778614341,76
1778614344,76
1778614345,76
1778614347,77
1778614349,78
1778614351,80
1778614353,79
1778614356,79
1778614357,79
1778614359,78
1778614361,76
1778614364,76
1778614367,76
1778614370,76
1778614372,75
1778614374,74
1778614377,74
1778614378,73
1778614380,72
1778614382,74
1778614385,74
1778614386,72
1778614387,71
1778614390,71
1778614393,72
1778614396,72
1778614397,74
1778614400,74
1778614403,73
1778614405,72
1778614408,72
1778614411,72
1778614414,72
1778614417,72
1778614420,72
1778614423,72
1778614424,74
1778614426,78
1778614428,76
1778614430,73
1778614432,72
1778614434,76
1778614435,78
1778614437,77
1778614439,78
1778614442,78
1778614445,77
1778614447,78
1778614450,78
1778614451,77
1778614454,77
1778614457,78
1778614458,77
1778614460,76
1778614462,75
1778614465,75
1778614466,76
1778614468,77
1778614470,76
1778614472,74
1778614475,74
1778614476,75
1778614478,74
1778614480,73
1778614482,74
1778614485,74
1778614487,73
1778614489,75
1778614491,76
1778614493,75
1778614495,73
1778614498,73
1778614499,74
1778614501,73
1778614503,72
1778614505,70
1778614506,69
1778614509,69
1778614510,70
1778614512,70
1778614514,69
1778614516,70
1778614519,70
1778614520,70
1778614523,70
1778614524,70
1778614527,70
1778614530,70
1778614533,69
1778614535,70
1778614538,70
1778614541,71
1778614543,72
1778614545,73
1778614547,72
1778614549,70
1778614552,70
1778614555,70
1778614556,70
1778614558,70
1778614561,70
1778614564,69
1778614566,68
1778614568,69
1778614571,69
1778614574,70
1778614576,71
1778614578,72
1778614581,72
1778614583,74
1778614585,76
1778614587,79
1778614589,78
1778614591,75
1778614593,73
1778614595,73
1778614597,74
1778614600,74
1778614603,74
1778614604,72
1778614607,72
1778614608,74
1778614610,76
1778614612,76
1778614615,76
1778614618,78
1778614620,80
1778614622,79
1778614624,78
1778614626,77
1778614627,76
1778614629,77
1778614631,76
1778614634,76
1778614635,75
1778614637,74
1778614639,72
1778614642,72
1778614645,73
1778614647,74
1778614649,73
1778614650,72
1778614652,74
1778614655,74
1778614658,75
1778614661,75
1778614662,76
1778614665,76
1778614668,75
1778614670,76
1778614672,76
1778614674,75
1778614677,76
1778614679,78
1778614681,77
1778614683,76
1778614685,75
1778614687,76
1778614689,75
1778614691,74
1778614694,74
1778614695,75
1778614697,76
1778614700,75
1778614702,74
1778614705,74
1778614708,72
1778614710,71
1778614712,72
1778614714,73
1778614716,74
1778614718,73
1778614720,72
1778614722,71
1778614723,72
1778614726,72
1778614729,72
1778614731,72
1778614734,72
1778614737,71
1778614739,72
1778614742,72
1778614743,71
1778614745,72
1778614746,74
1778614749,74
1778614752,73
1778614754,74
1778614756,77
1778614758,76
1778614760,75
1778614762,74
1778614765,74
1778614766,73
1778614768,72
1778614770,71
1778614771,70
1778614774,70
1778614775,72
1778614777,73
1778614780,73
1778614781,72
1778614784,72
1778614785,73
1778614787,73
1778614789,70
1778614792,70
1778614793,71
1778614794,72
1778614796,74
1778614799,74
1778614800,73
1778614802,72
1778614804,73
1778614807,73
1778614808,72
1778614810,71
1778614813,71
1778614814,72
1778614817,72
1778614818,72
1778614819,70
1778614821,70
1778614823,70
1778614826,70
1778614829,70
1778614832,70
1778614835,70
1778614837,69
1778614839,68
1778614841,69
1778614842,69
1778614845,69
1778614848,70
1778614851,70
1778614854,69
1778614857,69
1778614858,70
1778614860,71
1778614863,71
1778614864,70
1778614867,70
1778614869,72
1778614871,73
1778614873,72
1778614876,72
1778614879,72
1778614882,72
1778614883,70
1778614886,70
1778614889,70
1778614890,72
1778614892,73
1778614894,74
1778614896,73
1778614898,72
1778614900,71
1778614903,71
1778614904,72
1778614907,72
1778614908,71
1778614911,71
1778614912,72
1778614914,73
1778614915,76
1778614918,76
1778614921,75
1778614923,77
1778614926,77
1778614929,75
1778614931,73
1778614933,72
1778614936,72
1778614939,72
1778614942,71
1778614944,70
1778614947,70
1778614948,71
1778614950,70
1778614952,72
1778614954,73
1778614957,73
1778614958,72
1778614961,72
1778614963,71
1778614965,71
1778614967,72
1778614970,72
1778614973,71
1778614975,70
1778614977,71
1778614979,72
1778614981,71
1778614983,72
1778614986,73
1778614988,74
1778614990,73
1778614993,73
1778614994,74
1778614996,73
1778614998,72
1778615001,72
1778615002,72
1778615005,72
1778615006,71
1778615008,70
1778615010,73
1778615011,75
1778615014,75
1778615015,76
1778615017,77
1778615019,76
1778615085,119
1778615087,103
1778615089,121
1778615091,105
1778615093,111
1778615095,116
1778615097,123
1778615098,96
1778615100,83
1778615102,81
1778615104,82
1778615106,85
1778615108,84
1778615110,85
1778615112,91
1778615341,76
1778615342,82
1778615344,71
1778615346,69
1778615348,103
1778615350,80
1778615352,69
1778615354,66
1778615356,53
1778615358,59
1778615360,60
1778615362,55
1778615363,65
1778615365,64
1778615367,66
1778615369,62
1778615452,59
1778615454,61
1778615456,63
1778615458,59
1778615460,67
1778615462,64
1778615464,66
1778615466,62
1778615468,66
1778615470,65
1778615472,61
1778615474,70
1778615475,69
1778615478,69
1778615479,68
1778615482,68
1778615483,69
1778615486,69
1778615487,70
1778615490,70
1778615491,69
1778615493,68
1778615496,68
1778615497,67
1778615498,68
1778615500,68
1778615503,68
1778615504,67
1778615506,66
1778615509,66
1778615512,68
1778615514,70
1778615516,71
1778615518,70
1778615520,71
1778615523,71
1778615525,72
1778615528,72
1778615531,71
1778615533,72
1778615536,72
1778615537,71
1778615539,72
1778615541,73
1778615543,72
1778615545,70
1778615546,69
1778615548,70
1778615551,70
1778615554,69
1778615557,69
1778615560,69
1778615562,69
1778615565,69
1778615566,68
1778615569,68
1778615570,69
1778615571,70
1778615573,71
1778615575,72
1778615577,71
1778615579,73
1778615581,72
1778615583,70
1778615586,70
1778615587,72
1778615665,89
1778615667,75
1778615669,72
1778615671,71
1778615673,72
1778615676,72
1778615677,71
1778615678,72
1778615680,73
1778615682,72
1778615684,69
1778615686,68
1778615689,68
1778615692,68
1778615694,67
1778615697,67
1778615698,68
1778615701,66
1778615704,66
1778615705,67
1778615707,68
1778615709,69
1778615711,71
1778615713,73
1778615715,72
1778615717,71
1778615719,71
1778615721,69
1778615723,67
1778615726,67
1778615729,67
1778615730,66
1778615732,65
1778615735,65
1778615736,66
1778615739,66
1778615742,65
1778615744,66
1778615746,67
1778615749,67
1778615751,68
1778615754,68
1778615757,67
1778615759,66
1778615762,66
1778615765,67
1778615767,66
1778615770,66
1778615773,66
1778615776,66
1778615779,66
1778615780,65
1778615783,65
1778615784,66
1778615787,66
1778615788,67
1778615790,66
1778615792,65
1778615795,65
1778615796,66
1778615797,68
1778615800,68
1778615801,69
1778615803,70
1778615806,70
1778615809,71
1778615812,71
1778615813,70
1778615816,70
1778615819,70
1778615821,72
1778615822,74
1778615825,74
1778615826,75
1778615828,73
1778615830,72
1778615833,72
1778615834,71
1778615836,70
1778615838,69
1778615841,69
1778615844,69
1778615845,68
1778615847,70
1778615849,69
1778615851,68
1778615853,67
1778615856,67
1778615859,67
1778615861,66
1778615863,65
1778615865,64
1778615867,65
1778615869,66
1778615872,65
1778615875,65
1778615876,66
1778615878,68
1778615880,69
1778615882,67
1778615884,66
1778615886,65
1778615889,65
1778615890,66
1778615893,65
1778615896,65
1778615897,67
1778615899,68
1778615902,68
1778615903,67
1778615905,66
1778615908,66
1778615909,67
1778615911,68
1778615914,68
1778615915,69
1778615917,72
1778615918,73
1778615920,75
1778615922,76
1778615924,77
1778615926,91
1778615928,94
1778615930,92
1778615932,87
1778615934,83
1778615937,83
1778615938,80
1778615940,78
1778615941,75
1778615943,73
1778615946,73
1778615947,74
1778615949,73
1778615951,72
1778615954,72
1778615957,72
1778615960,72
1778615961,74
1778615963,75
1778615965,74
1778615968,74
1778615971,74
1778615972,73
1778615975,73
1778615976,72
1778615979,72
1778615980,71
1778615983,71
1778615984,70
1778615986,70
1778615988,69
1778615991,69
1778615994,69
1778615995,70
1778615998,70
1778615999,69
1778616001,68
1778616004,68
1778616007,68
1778616010,68
1778616013,68
1778616014,67
1778616016,66
1778616019,66
1778616022,66
1778616025,66
1778616028,68
1778616030,69
1778616033,69
1778616036,69
1778616037,68
1778616040,68
1778616043,70
1778616046,70
1778616047,71
1778616049,69
1778616051,68
1778616053,67
1778616055,68
1778616058,68
1778616059,69
1778616061,68
1778616062,67
1778616064,65
1778616066,64
1778616068,65
1778616071,65
1778616074,64
1778616077,64
1778616078,66
1778616080,68
1778616082,69
1778616084,68
1778616085,69
1778616088,69
1778616091,69
1778616094,69
1778616097,69
1778616099,70
1778616102,70
1778616105,72
1778616108,72
1778616109,74
1778616110,76
1778616112,77
1778616115,77
1778616118,76
1778616120,75
1778616122,74
1778616124,75
1778616127,75
1778616128,74
1778616130,71
1778616132,70
1778616133,71
1778616136,71
1778616137,70
1778616140,70
1778616143,70
1778616145,71
1778616147,72
1778616149,71
1778616151,72
1778616153,73
1778616156,73
1778616157,72
1778616160,72
1778616162,73
1778616164,74
1778616166,76
1778616168,76
1778616170,74
1778616172,73
1778616175,73
1778616176,74
1778616179,74
1778616180,72
1778616181,71
1778616183,70
1778616185,71
1778616187,73
1778616190,73
1778616191,72
1778616193,71
1778616195,73
1778616198,73
1778616199,72
1778616201,70
1778616204,70
1778616207,70
1778616208,69
1778616211,69
1778616212,70
1778616214,71
1778616216,70
1778616219,70
1778616220,71
1778616222,71
1778616224,70
1778616227,70
1778616228,69
1778616231,68
1778616234,68
1778616235,70
1778616238,70
1778616239,69
1778616242,69
1778616243,70
1778616246,70
1778616249,68
1778616252,68
1778616253,69
1778616254,70
1778616256,71
1778616259,71
1778616262,72
1778616264,73
1778616266,75
1778616269,75
1778616270,73
1778616272,72
1778616274,74
1778616276,75
1778616277,74
1778616279,72
1778616281,71
1778616283,71
1778616285,72
1778616287,70
1778616289,70
1778616291,70
1778616293,73
1778616295,75
1778616297,74
1778616299,73
1778616301,72
1778616302,71
1778616304,70
1778616306,69
1778616309,69
1778616310,70
1778616313,70
1778616314,68
1778616316,68
1778616319,68
1778616320,68
1778616323,68
1778616325,69
1778616327,70
1778616329,71
1778616331,73
1778616333,75
1778616335,76
1778616338,76
1778616339,75
1778616341,77
1778616343,78
1778616345,75
1778616347,74
1778616349,75
1778616350,74
1778616352,76
1778616354,78
1778616356,77
1778616358,79
1778616360,81
1778616362,82
1778616364,80
1778616366,78
1778616368,76
1778616370,75
1778616372,74
1778616373,72
1778616375,70
1778616377,69
1778616380,69
1778616381,68
1778616384,68
1778616385,68
1778616387,69
1778616390,69
1778616393,69
1778616395,68
1778616398,69
1778616401,69
1778616402,67
1778616404,68
1778616407,68
1778616410,67
1778616412,68
1778616414,69
1778616416,70
1778616419,70
1778616420,68
1778616423,68
1778616425,67
1778616428,67
1778616429,68
1778616431,70
1778616433,69
1778616435,71
1778616437,73
1778616439,72
1778616441,70
1778616443,69
1778616445,71
1778616446,72
1778616448,71
1778616450,70
1778616453,70
1778616454,71
1778616456,72
1778616458,71
1778616460,69
1778616463,69
1778616466,69
1778616468,68
1778616469,69
1778616471,70
1778616473,70
1778616475,70
1778616477,69
1778616479,70
1778616481,72
1778616483,71
1778616485,69
1778616487,68
1778616489,67
1778616491,68
1778616493,69
1778616494,68
1778616497,68
1778616498,67
1778616500,68
1778616502,70
1778616504,71
1778616506,70
1778616508,72
1778616511,72
1778616514,72
1778616517,71
1778616520,71
1778616523,70
1778616525,68
1778616527,69
1778616530,69
1778616533,70
1778616535,72
1778616537,73
1778616539,74
1778616542,74
1778616544,75
1778616546,75
1778616548,74
1778616550,73
1778616553,73
1778616556,72
1778616557,71
1778616558,71
1778616559,70
1778616561,69
1778616564,70
1778616566,69
1778616568,68
1778616571,68
1778616572,69
1778616574,70
1778616576,69
1778616578,68
1778616580,67
1778616582,69
1778616584,70
1778616586,69
1778616587,71
1778616589,72
1778616592,72
1778616593,71
1778616595,70
1778616598,70
1778616599,72
1778616602,72
1778616603,70
1778616605,69
1778616607,70
1778616609,71
1778616611,70
1778616614,70
1778616616,70
1778616619,70
1778616620,70
1778616622,69
1778616624,70
1778616626,75
1778616628,76
1778616630,74
1778616632,73
1778616634,75
1778616635,77
1778616638,77
1778616639,76
1778616641,75
1778616643,73
1778616645,72
1778616647,72
1778616649,71
1778616651,72
1778616653,71
1778616655,70
1778616657,68
1778616660,69
1778616662,70
1778616664,69
1778616666,70
1778616668,70
1778616670,69
1778616672,70
1778616675,70
1778616678,70
1778616680,72
1778616683,71
1778616686,71
1778616687,72
1778616690,72
1778616693,70
1778616695,72
